source_id,source_name_en,source_name_ja,vendor,platform_version,application_version,application_build,observed_at,acquisition_method,official_url,distribution_url,distribution_sha256,sound_name,event_type,relative_path,sha256,duration_seconds,sample_rate_hz,channel_count,integrated_lufs,maximum_momentary_lufs,maximum_short_term_lufs,loudness_range_lu,true_peak_dbtp,sample_peak_dbfs,rms_dbfs,active_rms_dbfs,sample_crest_factor_db,true_peak_crest_factor_db,spectral_centroid_hz,peak_frequency_hz,speech_band_200_8000_hz_energy_percent,analysis_profile,ffmpeg_version,analyzed_at
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Capitals,ui_feedback,Capitals.aiff,1b2598300488d85258cf8e00e1f8207a1be4f44fd241806f9ef84886bf43b506,0.159456,44100,2,-36.7,-36.7,,,-21.4,-22.305,-38.593,-35.601,16.288,17.193,4585.022,4102.075,88.563,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ClickFast,ui_feedback,ClickFast.aiff,941b58be11b64121f69910e81b16b712a75e34d03d1571fe1c4e3e96acdcfb31,0.059819,44100,2,-26.5,-26.4,,,-7.8,-8.295,-23.395,-23.395,15.1,15.595,2716.49,902.729,93.111,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Collaboration,ui_feedback,Collaboration.wav,7bc52b0bc9f4f9f26e3426aece25e9fd099c5563d691dacce398059db0010341,0.02525,48000,2,-39.5,-39.5,,,-15.8,-16.617,-32.944,-28.922,16.327,17.144,3322.285,1465.347,92.868,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DragShort,ui_feedback,DragShort.aiff,df39020c0823ea0de611eaa4d41e6e0b9d154076f5b6a2d4d60ae92c809947dc,0.155102,44100,2,-43.3,-41.6,,,-29.2,-29.609,-43.0,-42.557,13.391,13.8,7862.084,312.231,51.21,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DrawerClosing,ui_feedback,DrawerClosing.aiff,f4b54557018a9a285c08b2101d4af710caaceccca2ccdb9b0d2606bb1c086c49,0.120317,44100,2,-34.9,-34.9,,,-17.7,-17.679,-31.588,-30.328,13.91,13.888,225.686,129.199,30.478,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DrawerOpening,ui_feedback,DrawerOpening.aiff,ec899298467311434f320e8965f1f5022eb580822139a109f84eb1f68e4d39ec,0.122971,44100,2,-30.3,-30.3,,,-10.5,-10.51,-27.343,-25.988,16.833,16.843,265.853,204.565,51.375,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DrawOn,ui_feedback,DrawOn.aiff,b6ad6b907f7a6eb4148cc9452ceebb4690a6ba5d9a755c41cabd9d3e83f10b6c,0.041066,44100,2,-37.0,-37.0,,,-14.8,-15.057,-32.576,-31.213,17.519,17.776,2635.561,1266.262,99.225,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DrillIn,ui_feedback,DrillIn.aiff,7c44a038d86117219c6f28c2cf7529c1b5f88e21664a9c950b1147d7a3cae582,0.293605,44100,1,-31.1,-30.0,,,-7.3,-7.295,-28.906,-28.378,21.611,21.606,1018.958,559.863,99.976,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,DrillOut,ui_feedback,DrillOut.aiff,6615aa162e148d5e2403a1a299cc46a45553f5613ba7b0efa1f15d8b0bd488dd,0.304853,44100,2,-31.5,-29.1,,,-9.2,-9.213,-31.295,-30.768,22.082,22.095,925.514,829.028,99.98,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ElementBorder,ui_feedback,ElementBorder.aiff,4e087ab6b0c98b1c6954ab3c14294435d03410546073e8f40cb8b16125dc7fa9,0.027392,44100,2,-33.3,-33.3,,,-10.3,-10.474,-27.196,-27.196,16.722,16.896,2949.6,1277.732,99.508,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ElementBorderHit,ui_feedback,ElementBorderHit.aiff,be7f046a8c02ecc32bd767c7e489ce1b02b32a80670a48a5abc5cfe07d444d00,0.099025,44100,2,-41.3,-41.3,,,-18.4,-18.369,-38.636,-38.222,20.267,20.236,735.767,376.831,85.904,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Ellipsis,ui_feedback,Ellipsis.aiff,a8c5b99b806c3374fb5e1869ec5ecb8e3dcb28a722dced29d6ae0809206a3b5a,0.106825,44100,2,-27.2,-27.2,,,-12.0,-12.019,-26.949,-26.662,14.929,14.949,2060.62,2056.421,99.988,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,EmptySpace,ui_feedback,EmptySpace.aiff,506b68e8a2c964f5a8d10f65e28570c1632dcf4c019e63de4198fbd879df2cfa,0.092562,44100,2,-35.9,-35.9,,,-15.9,-15.902,-32.336,-31.703,16.435,16.436,363.571,291.695,99.031,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,EnteringMultiSelect,ui_feedback,EnteringMultiSelect.aiff,fe27ac25781f735b517847adb9f13b0b9266dd9beb48652ea05f649ad2febee0,0.136327,44100,2,-32.8,-32.7,,,-18.9,-18.875,-32.728,-32.174,13.853,13.828,1622.645,1464.258,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,EnterInvisibleArea,ui_feedback,EnterInvisibleArea.aiff,fc7f473ff84d1192ebfe12e9919a59fe06439d2db07d30551c77422161b22275,0.234966,44100,2,-25.1,-23.9,,,-13.5,-13.467,-23.889,-23.796,10.422,10.389,443.956,495.264,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:53Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,EnterVisibleArea,ui_feedback,EnterVisibleArea.aiff,e93af35e4b329587614c4a94cae49acf8278f7fec266880724def270877561d0,0.235737,44100,2,-25.1,-23.9,,,-13.5,-13.468,-23.84,-23.733,10.372,10.34,343.6,290.698,99.945,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Error,error,Error.aiff,65d29d42bdd9cc523e240d8a0a72cc292c6e1190933246279226322f85256fc2,0.230295,44100,2,-31.0,-28.6,,,-15.9,-15.919,-28.645,-28.64,12.726,12.745,671.946,656.763,99.962,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ExitingMultiSelect,ui_feedback,ExitingMultiSelect.aiff,22f47414993bb293f9d7d77a7cf5158f333d364cc864b9571448e35871d33b12,0.20356,44100,2,-23.4,-21.2,,,-7.5,-7.584,-23.193,-22.893,15.609,15.693,1783.539,1808.789,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Focus,ui_feedback,Focus.aiff,5b762c3816ad45281f35160c09440e913abf9a53ea84b5268c9a40931f52fd2d,0.040295,44100,2,-31.4,-31.4,,,-9.3,-9.46,-26.199,-24.918,16.739,16.899,1664.887,1712.38,99.557,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Focus2,ui_feedback,Focus2.aiff,19e121add8e93421c4a6b0bc5f7e43c22f6f9701736f867b7749170338bfb779,0.018503,44100,1,-31.3,-31.3,,,-7.0,-7.061,-20.177,-20.177,13.115,13.177,1897.91,1567.279,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Forward,ui_feedback,Forward.aiff,3b90395c6ca16ee1cd5f513adccb95e191ebb02b878c5b40f07a9dffeafac671,0.173628,44100,2,-24.9,-22.9,,,-8.8,-8.806,-21.774,-21.682,12.968,12.974,461.664,409.131,99.908,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,ForwardThrough,ui_feedback,ForwardThrough.aiff,dee0c8ebfda043738ee7712114e1d54e1a0761dfbc85da66522ba80adba85c42,0.163651,44100,2,-26.2,-24.1,,,-7.3,-7.328,-22.855,-22.855,15.527,15.555,613.604,409.131,99.064,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,GuideProgress,ui_feedback,GuideProgress.aiff,867d9579dcfa23747f3e9ee24b781bd5fba4324a030d458b957932388d856e67,0.194917,48000,1,-29.0,-28.8,,,-6.0,-6.0,-25.327,-24.19,19.327,19.327,795.055,785.156,99.965,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,GuideSuccess,completion,GuideSuccess.aiff,01f0caea66c1ceaee869c22591091127634e9343532ca944b2afb0854f2c8814,1.171,48000,1,-23.0,-20.7,,,-6.0,-6.0,-25.342,-22.581,19.342,19.342,967.923,1042.969,99.985,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Hit,ui_feedback,Hit.aiff,1d128837024ff899b0f28371c9cb85fdd09bccfd053d4365cd3f8e3fe762b2ae,0.113424,44100,2,-21.8,-21.8,,,-6.3,-6.261,-18.23,-17.683,11.969,11.93,439.727,139.966,49.633,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Indentation,ui_feedback,Indentation.caf,ac9efa1a4bf1950b70d8ab054f7dee96217d9df14e2b2fc8ba3452fd006fe719,0.826009,44100,2,-14.4,-11.0,,,-0.1,-0.1,-16.322,-13.684,16.221,16.222,269.447,258.398,99.854,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,IntelligenceAvailable,ui_feedback,IntelligenceAvailable.wav,1819b1f1637dad754ca48b89932d6dd22a81b8c4ab624b0c41a16a78ff395a85,0.388125,48000,2,-22.7,-21.1,,,-8.9,-8.937,-25.488,-25.28,16.551,16.588,1617.066,1570.312,99.978,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,IntelligencePost,ui_feedback,IntelligencePost.wav,1f77bd4536dadcb329a0100fa5843aac00d4f9bf108b6ffae626bbba18b9f367,0.315167,48000,2,-25.4,-22.6,,,-8.0,-8.048,-25.586,-24.751,17.538,17.586,1299.63,1171.875,99.967,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,IntelligencePre,ui_feedback,IntelligencePre.wav,6a34e0d02f596a0321cc9cc5730ecd56c579fdac9e7ca9b75f1c64bd18420818,0.307271,48000,2,-25.6,-22.7,,,-8.6,-8.598,-25.568,-24.673,16.97,16.968,1605.571,1570.312,99.94,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,IntelligenceProgress,ui_feedback,IntelligenceProgress.wav,6a34e0d02f596a0321cc9cc5730ecd56c579fdac9e7ca9b75f1c64bd18420818,0.307271,48000,2,-25.6,-22.7,,,-8.6,-8.598,-25.568,-24.673,16.97,16.968,1605.571,1570.312,99.94,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Interactable,ui_feedback,Interactable.aiff,c2f9d07e56dc53d78b3d133a95dd6f85a6b3fa52bef18a8a2f0caa2f88369970,0.188821,44100,1,-30.4,-30.4,,,-7.6,-7.571,-26.459,-25.74,18.888,18.859,430.45,430.664,99.05,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:54Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,KBVONotSynched,ui_feedback,KBVONotSynched.aiff,5b41e753561fbdab47cd7c3f62a138c0f95f78981714d76dde28397ff102ecbb,0.722086,44100,2,-23.3,-20.6,,,-9.3,-9.354,-28.271,-28.136,18.917,18.971,1930.059,2034.888,99.181,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,KBVOSynched,ui_feedback,KBVOSynched.aiff,2ef786a7ad8a859c32ef50e2edce8cf43b8dbf741c1220531514062e40132387,0.868639,44100,2,-23.0,-21.3,,,-11.6,-11.716,-30.105,-28.275,18.389,18.505,2115.805,2347.119,99.329,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,LayoutChanged,ui_feedback,LayoutChanged.aiff,f1945e9460fb728b5c56355918142c24fbcfa35000eea03d56202d1b49c70208,0.175828,22050,2,-27.3,-27.0,,,-10.7,-10.766,-26.693,-26.536,15.926,15.993,1047.844,1109.04,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,LinkBegin,ui_feedback,LinkBegin.aiff,70dcf5f66203caf305795444a094ed8dae0dfaf37eb06b4587eec2e60eb2b9c0,0.051995,44100,2,-31.1,-31.1,,,-7.5,-7.55,-27.844,-26.705,20.294,20.344,2328.164,2442.521,99.55,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,LinkEnd,ui_feedback,LinkEnd.aiff,753160f2d862b74df25ae9937f918aab77e4b5c70e280cd5daeff07376dece82,0.088209,44100,2,-32.0,-32.0,,,-10.2,-10.283,-29.904,-26.469,19.621,19.704,1612.616,1632.494,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,MenuDown,ui_feedback,MenuDown.aiff,0c8000c291ee57ed4ada04fa6139b0669f6d8d1c6102c860f15bdb8f1c2730fa,0.115011,44100,2,-28.3,-28.3,,,-8.6,-8.635,-25.171,-24.563,16.535,16.571,392.04,376.831,95.664,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Misspelled,ui_feedback,Misspelled.aiff,f51ad94fe6fbe01be7f81655782c2c7433e0a32ea5fd378319b78c0ed7d990fb,0.148526,44100,2,-24.6,-24.6,,,-2.9,-2.91,-26.002,-24.284,23.092,23.102,3634.909,2013.354,96.89,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,MoreContentAvailable,ui_feedback,MoreContentAvailable.aiff,5de1f22d150afdf03cfd15c0ead4be3b8d7a79fa6a95036fb0246c6a696753d0,0.283537,22050,2,-19.2,-17.2,,,-2.4,-2.386,-17.86,-17.473,15.473,15.46,254.681,193.799,60.793,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,MouseDown,ui_feedback,MouseDown.aiff,a04bba06724bfe537c8c7bdd804522a86cb7261ec4feb001812153ab4204272d,0.02356,44100,2,-32.7,-32.7,,,-8.5,-8.904,-26.235,-25.523,17.331,17.735,3869.677,5093.359,98.143,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,MouseDrag,ui_feedback,MouseDrag.aiff,bffc567690a9e3f7b69a44b8d91b6601d2ca2af052c244670b958fea768340ea,0.3,44100,1,-40.4,-38.5,,,-23.8,-24.743,-40.14,-40.14,15.397,16.34,9973.243,161.499,34.054,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,MouseUp,ui_feedback,MouseUp.aiff,9169ed80791e9902cdb6c7fef271c9a98f3f18ec8e0912aa196e3812d84a838d,0.027029,44100,2,-37.6,-37.6,,,-13.2,-13.623,-32.02,-30.712,18.397,18.82,4628.381,3403.691,88.86,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,NotFound,ui_feedback,NotFound.aiff,1c7b9a160a7732f534bd3d880463eff8a45654e484bd19cd09273d5e33ee434f,0.277551,44100,2,-30.9,-28.2,,,-15.5,-15.508,-28.959,-28.328,13.451,13.459,519.391,592.163,99.952,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,NothingTracking,ui_feedback,NothingTracking.aiff,92b8142fd28333665400a8dd2009645a724a14b3f0e487c475428c16cf643b1b,0.159297,44100,2,-23.4,-23.4,,,-9.8,-9.77,-21.705,-20.822,11.934,11.905,335.428,312.231,99.972,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,PopupAppeared,ui_feedback,PopupAppeared.aiff,b2ec85222ea8a32306db02030ee5b3611097d240dc0b9aab5e86a7c202d54177,0.186304,44100,2,-24.6,-23.8,,,-10.4,-10.425,-22.903,-22.754,12.478,12.503,503.12,462.964,99.992,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
